case_group,addr1,addr2,is_match,quality,category,notes
same_entity_xds,"Arch Makariou III Avenue 284, Fortuna Court, Block B, 2nd Floor, Limassol","FORTUNA COURT BLOCK B, Floor 2, Αρχ. Μακαρίου ΙΙΙ, 284, 3105, Λεμεσός, Κύπρος",true,STRONG,translit_cyrillic,"Same building, floor, street number, and city, just Greek vs English. [us_ofac_sdn/ext_cy_companies]"
same_entity_xds,"Homs, Syrian Arab Republic（2015年9月時点の居住地）",Homs Syrian Arab Republic location as at Sep. 2015,true,STRONG,translation_cjk,"Both give same city/country and date, just translated. [jp_mof_sanctions/tw_shtc]"
same_entity_xds,"25/F. Chinachem Exchange Square No 1 Hoi Wan Street, Quarry Bay, Hong Kong, China","Китайська Народна Республіка, особливий адміністративний район Гонконг (25/F, Chinachem Exchange Square, 1 Hoi Wan St, Quarry Bay, Hong Kong, China)",true,STRONG,translit_cyrillic,"Same address, one side translated country name into Ukrainian. [gb_coh_disqualified/ua_nsdc_sanctions]"
same_entity_xds,"MITSI BUILDING 1, Floor 1, Flat 4, Στασίνου, 1, Πλατεία Ελευθερίας, 1060, Λευκωσία, Κύπρος","Pos'yetskaya, 29, VLADIVOSTOK, PRIMORSKIY KRAY, 690091, Russia",false,STRONG,different_city,"Different cities and countries: Nicosia, Cyprus vs Vladivostok, Russia. [ext_cy_companies/permid]"
same_entity_xds,"119180, г. Москва, ул. Большая Полянка, д. 54, стр. 1","119180, Російська Федерація, м. Москва, вул. Велика Полянка, 54 (будівля 1)",true,STRONG,translit_cyrillic,"Same Moscow address, Russian vs Ukrainian transliteration, country noted only in B. [ru_cbr_banks/ua_nsdc_sanctions]"
same_entity_xds,"d. 23 Str. 1 of 2, Naberezhnaya Savvinskaya, Moscow, 119435","Βουφαβέντο, 31Α, Πέρα Ορεινής, 2650, Λευκωσία, Κύπρος",false,STRONG,different_city,"One address is in Moscow, the other in Cyprus, entirely different locations. [us_ofac_sdn/ext_cy_companies]"
same_entity_xds,"PROTEAS HOUSE, Floor 5, Αρχ. Μακαρίου ΙΙΙ, 155, 3026, Λεμεσός, Κύπρος","Zinas Kanther & Origenous, 3035, Limassol, Cyprus",false,STRONG,different_street,"Different street names and buildings in Limassol, no overlap. [ext_cy_companies/ua_nsdc_sanctions]"
same_entity_xds,"Development Zone, 388, Kai Fa Avenue, 318000 Taizhou","开发大道388号, 318000 ZJ",true,WEAK,subset,"Same street number 388 Kaifa Avenue, Taizhou is in Zhejiang province. [us_ofac_cons/ext_gleif]"
same_entity_xds,"Taman Bukit Ampang, MALAYSIA","Taman Bukit Ampang, State of Selangor, Malaysia（以前の住所）",true,WEAK,subset,Same place name; B adds state detail and notes former address. [eu_fsf/jp_mof_sanctions]
same_entity_xds,"Vanezis Business Center, Flat No: 401S, Floor No: 4, Archiepiskopou Makariou III 171, 3027 Limassol","Ιφιγενείας, 14, 3036, Λεμεσός, Κύπρος",false,STRONG,different_street,"Different streets: Archiepiskopou Makariou III vs Ifigeneias, different addresses. [us_ofac_sdn/ext_cy_companies]"
same_entity_xds,"Wau, Western Bahr El Ghazal, South Sudan",南スーダン、ユニティ州（Unity State）、又は、南スーダン、西バハル・エル・ガザル州（Western Bahr El Ghazal）、ワウ（Wau）,true,WEAK,subset,"B lists two alternative locations; one matches A's Wau, Western Bahr El Ghazal exactly. [au_dfat_sanctions/jp_mof_sanctions]"
same_entity_xds,"125009, г. Москва, Леонтьевский переулок, д. 21/1, стр. 1","ПЕР. ЛЕОНТЬЕВСКИЙ Д.21/1 К.1, Г.МОСКВА, 125009",true,WEAK,abbreviation,"Same street, building 21/1, structure 1, city and postcode. [ru_cbr_banks/ext_ru_egrul]"
same_entity_xds,"EL GRECO HOUSE, Floor 1, Flat 104, Βασ. Φρειδερίκης, 20, 1066, Λευκωσία, Κύπρος","Республіка Кіпр, м. Нікосія",true,WEAK,subset,"B only gives country and city, consistent with A's full Nicosia address. [ext_cy_companies/ua_nsdc_sanctions]"
same_entity_xds,"NO. 1036, HIGH-TECH INSPUR ROAD, 250101 SHANDONG","山东省济南市高新浪潮路1036号, 100000 SD",true,MEDIUM,translit_cyrillic,"Same street name and number, just Chinese vs English; postal code discrepancy likely typo. [us_sam_exclusions/ext_gleif]"
same_entity_xds,"LOULOUPIS COURT, Floor 6, Χριστοδούλου Χατζηπαύλου, 205, 3036, Λεμεσός, Κύπρος","LOULOUPIS COURT, FLOOR NO: 6, CHRISTODOYLOU CHATZIPAYLOU 205, 3036 LIMASSOL",true,STRONG,translit_cyrillic,"Same building, floor, street number and postcode; Greek vs Latin transliteration. [ext_cy_companies/us_sam_exclusions]"
same_entity_xds,"Україна, 98100, Автономна Республіка Крим, місто Феодосія, ВУЛ.ГОРЬКОГО, будинок 42, квартира 20","УЛ СМОЛЬНАЯ Д. 25Б, Г СИМФЕРОПОЛЬ, РЕСПУБЛИКА КРЫМ, 295050",false,STRONG,different_city,Different cities (Feodosia vs Simferopol) and different streets. [ext_ua_edr/ext_ru_egrul]
same_entity_xds,"SPYRIDES TOWER, Βυζαντίου, 5, Στρόβολος, 2064, Λευκωσία, Κύπρος","Vyzantiou, 5, Spyrides Tower, Strovolos, NICOSIA, 2064, Cyprus",true,STRONG,translit_cyrillic,"Same address in Greek vs English transliteration, identical components. [ext_cy_companies/permid]"
same_entity_xds,"A2, City Computer Plaza, Shar-e-Now, Kabul, Afghanistan","A2, City Computer Plaza, Shar-e-Now, Kabul, Afghanistan （以前の住所）",true,STRONG,punctuation_only,Identical address; B just adds a Japanese note about it being former address. [ch_seco_sanctions/jp_mof_sanctions]
same_entity_xds,"20-22, Zenas Kanther Street, LIMASSOL, 3035, Cyprus","PROTEAS HOUSE, Floor 5, Αρχ. Μακαρίου ΙΙΙ, 155, 3026, Λεμεσός, Κύπρος",false,STRONG,different_street,Different street names and addresses in Limassol. [permid/ext_cy_companies]
same_entity_xds,"Российская Федерация, 675004, Амурская область, г. Благовещенск, ул. Амурская, д. 225","УЛ. АМУРСКАЯ Д. 225, Г. БЛАГОВЕЩЕНСК, АМУРСКАЯ ОБЛАСТЬ, 675004",true,STRONG,punctuation_only,"Same address, reordered fields and formatting only. [ru_cbr_banks/ext_ru_egrul]"
same_entity_xds,"Khan Dari, IRAQ","Khan Dari, Iraq（過去の住所）",true,MEDIUM,punctuation_only,Same location; B just notes it's a past address. [eu_fsf/jp_mof_sanctions]
same_entity_xds,"17 Tamoz, Mosul, Iraq","17 Tamoz, Mosul, Iraq (以前の住所)",true,STRONG,punctuation_only,Identical address; B just notes it's a former address. [ar_repet/jp_mof_sanctions]
same_entity_xds,"Україна, 99008, місто Севастополь, ВУЛ. 6-ТА БАСТІОННА, будинок 32","УЛ. 6-Я БАСТИОННАЯ Д. 32, Г.СЕВАСТОПОЛЬ, 299008",true,MEDIUM,translit_cyrillic,"Same street, house number, city; postcode likely truncated typo. [ext_ua_edr/ext_ru_egrul]"
same_entity_xds,"429060, Російська Федерації, Чуваська Республіка, м. Ядрін, вул. Червоноармійська, 5","429060, Чувашская Республика, г.Ядрин, ул.Красноармейская, 5",true,STRONG,translit_cyrillic,"Ukrainian transliteration vs Russian original, same address, house number 5. [ua_nsdc_sanctions/ru_cbr_banks]"
same_entity_xds,"Україна, 02094, м. Київ, вул. Хоткевича Гната, буд. 12, оф. 177","Україна, 02094, місто Київ, ВУЛИЦЯ ХОТКЕВИЧА ГНАТА, будинок 12, офіс 177",true,STRONG,abbreviation,"Same address, only abbreviation differences (вул./вулиця, буд./будинок, оф./офіс). [ua_nsdc_sanctions/ext_ua_edr]"
same_entity_xds,"Украина, 299040, временно оккупированная территория г. Севастополь, ул. Индустриальная, д. 12/3, оф. 2","Україна, 99003, місто Севастополь, ВУЛ. КИЇВСЬКА, будинок 11, офіс 1",false,STRONG,different_street,"Different streets, house numbers, offices, and postal codes given. [ua_nsdc_sanctions/ext_ua_edr]"
same_entity_xds,"Dimokritou, 15 Panaretos Eliena Complex, Flat 104, Potamos Germasogeias, 4041 Limassol","Παρθενώνος, 8, Απαισιά, 4541, Λεμεσός, Κύπρος",false,STRONG,different_street,"Different streets, areas, and postal codes within Limassol. [us_ofac_sdn/ext_cy_companies]"
same_entity_xds,"20-22 Zinas Kanther, 3035 Limassol","PROTEAS HOUSE, Floor 5, Αρχ. Μακαρίου ΙΙΙ, 155, 3026, Λεμεσός, Κύπρος",false,STRONG,different_street,Different street names and addresses in Limassol. [us_ofac_sdn/ext_cy_companies]
same_entity_xds,"Arch. Makariou III, 276 Lara Court, 3105 Limassol","P. LORDOS CENTER, BLOCK B, Floor 4, Flat 408, Βύρωνος, 3105, Λεμεσός, Κύπρος",false,MEDIUM,different_street,Different buildings/streets within Limassol: Lara Court vs P. Lordos Center on Byronos. [us_ofac_sdn/ext_cy_companies]
same_entity_xds,"ПР-КТ ЛЕНИНА Д. 26А, Г ЧЕЛЯБИНСК, ЧЕЛЯБИНСКАЯ ОБЛАСТЬ, 454007","Российская Федерация, 454007, Челябинская область, г. о. Челябинский, г. Челябинск, пр-кт Ленина, д. 26А, стр.2 офис 1301, ком. 3",true,WEAK,subset,Same address; B adds building/office/room details not contradicting A. [ext_ru_egrul/ua_nsdc_sanctions]
same_entity_xds,"224 Archiepiskopou Makariou C' Avenue, Flat 41 Limassol 3030 Cyprus","Παρθενώνος, 8, Απαισιά, 4541, Λεμεσός, Κύπρος",false,STRONG,different_street,Different street names and postal codes in Limassol. [tw_shtc/ext_cy_companies]
same_entity_xds,"CAPITAL CENTER, Floor 9, Αρχ. Μακαρίου ΙΙΙ, 2-4, 1065, Λευκωσία, Κύπρος","Республіка Кіпр, м. Нікосія",true,WEAK,subset,"B only gives country and city, consistent with A's full address in Nicosia. [ext_cy_companies/ua_nsdc_sanctions]"
same_entity_xds,"Christodoulou Chatzipavlou, 199 Office 4e, 3036 Limassol, Cyprus","Floor 4, Flat 401, Λάρνακος, 22, Αγλαντζιά, 2101, Λευκωσία, Κύπρος",false,STRONG,different_city,Different streets and different cities (Limassol vs Nicosia). [ext_gb_coh_psc/ext_cy_companies]
same_entity_xds,"Building 19 Compound A5 Shuguang Xili Chaoyang District, 100028 Beijing","北京市朝阳区曙光西里甲5号院19号楼, 100000 BJ",true,MEDIUM,translation_cjk,Same building/compound address; postcode differs but likely generic vs specific. [us_ofac_cons/ext_gleif]
same_entity_xds,"90-00-04 Flat Sri Kota, Bandar Tun Razak, 56100, Kuala Lumpur, Malaysia","96-06-06 Flat Sri Kota, Bandar Tun Razak, 56100, Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia (2007年4月6日時点)",false,STRONG,unit_differs,Different flat/unit numbers (90-00-04 vs 96-06-06) in same building. [un_sc_sanctions/jp_mof_sanctions]
same_entity_xds,"ARCH. MAKARIOU III, 276 LARA COURT, 3105 LIMASSOL","P. LORDOS CENTER, BLOCK B, Floor 4, Flat 408, Βύρωνος, 3105, Λεμεσός, Κύπρος",false,MEDIUM,different_street,Different buildings/streets in Limassol despite same postal code. [us_sam_exclusions/ext_cy_companies]
same_entity_xds,"PROTOPAPAS BUILDING, Floor 2, Flat 201, Σπύρου Κυπριανού, 79, 3076, Λεμεσός, Κύπρος","Республіка Кіпр, м. Лімасол",true,WEAK,subset,"B only names city/country, consistent with A's fuller Limassol address. [ext_cy_companies/ua_nsdc_sanctions]"
same_entity_xds,"NO. 26 HANXIGUAN STREET, BUILDING 38 #401, TAIYUAN CITY, SHANXI PROVINCE, 030012, China","太原市旱西关街26号旱西关街38#商住楼401房, 030002 SX",true,WEAK,punctuation_only,"Same street, building 38, unit 401; only postcode differs slightly. [worldbank_debarred/ext_gleif]"
same_entity_xds,"Україна, 03056, м. Київ, вул. Польова, буд. 21","Україна, 03056, місто Київ, ВУЛИЦЯ ПОЛЬОВА, будинок 21",true,STRONG,abbreviation,"Same city, street, and building number; only wording expanded. [ua_nsdc_sanctions/ext_ua_edr]"
same_entity_xds,"Middle Section of South Shugang Road, Huanghua Port, Bohai New District, Huangpi City, 061109 Hebei Province","渤海新区黄骅港南疏港路中段, 100000 HE",true,WEAK,translation_cjk,"Same street/port description translated, minor postcode discrepancy likely error. [us_ofac_sdn/ext_gleif]"
same_entity_xds,"Urumqi, Xinjiang Uyghur Autonomous Region","新疆乌鲁木齐市天山区中山路45号B座7层, 830000 XJ",true,WEAK,subset,A only names city/region; B gives full address within same city. [us_trade_csl/ext_gleif]
same_entity_xds,"Chemin du Carmel, 1661 Le Paquier-Montbarry, SWITZERLAND",スイス・レ・パンクイアーモントバリー1661・チェミニ ドゥ カーメル,true,STRONG,translit_cjk,Katakana transliteration of same Swiss address. [eu_fsf/jp_mof_sanctions]
same_entity_xds,"Україна, 98522, Автономна Республіка Крим, місто Алушта, село Рибаче, ВУЛИЦЯ НОВОСЕЛІВ, будинок 3","УЛ СЕМИДВОРСКАЯ Д. 4, СЕМИДВОРЬЕ, РЕСПУБЛИКА КРЫМ, 298530",false,STRONG,different_street,"Different villages and streets in Crimea, distinct addresses. [ext_ua_edr/ext_ru_egrul]"
same_entity_xds,"ARCH. MAKARIOS III, 284, FORTUNA COURT BLOCK B, FLOOR 2, 3105 LIMASSOL","FORTUNA COURT BLOCK B, Floor 2, Αρχ. Μακαρίου ΙΙΙ, 284, 3105, Λεμεσός, Κύπρος",true,STRONG,translit_cyrillic,"Same building, street, number, floor, and postcode; Greek transliteration only. [ext_gleif/ext_cy_companies]"
same_entity_xds,"Afstralias 6, 3017 Limassol","CITY HOME 67E, Floor 1, Flat 103, Σταδίου, 56, Στρόβολος, 2058, Λευκωσία, Κύπρος",false,STRONG,different_city,"Limassol vs Strovolos/Lefkosia, different streets and postcodes. [us_ofac_sdn/ext_cy_companies]"
same_entity_xds,"Російська Федерація, м. Тюмень, вул. Республіки, буд. 19","УЛ. РЕСПУБЛИКИ Д. 19, Г. ТЮМЕНЬ, ТЮМЕНСКАЯ ОБЛАСТЬ, 625003",true,STRONG,translit_cyrillic,"Same street, house number, and city; just Ukrainian vs Russian and added postal region. [ua_nsdc_sanctions/ext_ru_egrul]"
same_entity_xds,"ПРОЕЗД СТАРОПЕТРОВСКИЙ Д. 1А, Г.МОСКВА, 125130","Російська Федерація, 125130, м. Москва, проїзд Старопетрівський, буд. 1А, прим. 3/1",true,WEAK,subset,B adds room/unit detail (прим. 3/1) not present in A. [ext_ru_egrul/ua_nsdc_sanctions]
same_entity_xds,"Christodoylou Chatzipaylou, 205, LOULOUPIS COURT, Orofos 6, LIMASSOL, 3036, Cyprus","LOULOUPIS COURT, Floor 6, Χριστοδούλου Χατζηπαύλου, 205, 3036, Λεμεσός, Κύπρος",true,STRONG,translit_cyrillic,"Same address, transliterated Greek to Latin, same street, number, floor, city. [permid/ext_cy_companies]"
same_entity_xds,"Україна, 99009, місто Севастополь, ВУЛИЦЯ ПОРТОВА, будинок 8","УЛ ПОРТОВАЯ Д. 8, Г.СЕВАСТОПОЛЬ, 299009",true,STRONG,translit_cyrillic,"Same street, house number, city; minor postcode digit discrepancy likely typo. [ext_ua_edr/ext_ru_egrul]"
same_entity_xds,"Російська Федерація, 197046, м. Санкт-Петербург, вул. Чапаєва, буд. 11/4, літер А [Российская Федерация, 197046, г. Санкт-Петербург, ул. Чапаева, д. 11/4, литер А]","УЛ. ЧАПАЕВА Д.11/4 ЛИТЕР А, Г.САНКТ-ПЕТЕРБУРГ, 197046",true,STRONG,translit_cyrillic,"Same address, same building and postcode, different field order. [ua_nsdc_sanctions/ext_ru_egrul]"
same_entity_xds,"Iroon Polytechneiou 22, ROTOS CHRISTIANA, BLOCK C, Office 104, 1048, Nicosia","Φιλίππου, 11, 'Αγιος Δομέτιος, 2363, Λευκωσία, Κύπρος",false,STRONG,different_street,"Different streets, buildings, and postal codes within Nicosia. [ext_ee_ariregister/ext_cy_companies]"
same_entity_xds,"FLOOR 8, ZHONGHANG INTERNATIONAL PLAZA, 1 NORTH GANJIANG AVENUE, NANCHANG CITY, PEOPLE'S REPUBLIC OF CHINA","红谷滩新区中航国际广场8楼江西省路桥工程集团有限公司, 330000 JX",true,MEDIUM,translation_cjk,"Both refer to Floor 8, Zhonghang International Plaza, Nanchang/Honggutan district. [adb_sanctions/ext_gleif]"
same_entity_xds,"MITSI BUILDING 1, Floor 1, Flat 4, Στασίνου, 1, Πλατεία Ελευθερίας, 1060, Λευκωσία, Κύπρος","Office 4, 1st Floor, Mitsi Building 1, Stasinou Avenue Nicosia 1060 Cyprus",true,STRONG,translit_cyrillic,"Same building, floor and office, Greek vs English transliteration. [ext_cy_companies/au_dfat_sanctions]"
same_entity_xds,"Agios Nikolaos, 41-49, Nimeli Court, Block C, 3rd Floor, Egkomi 2408, Nicosia, Cyprus","Αγιου Προκοπιου, 13, 'Εγκωμη, 2406, Λευκωσία, Κύπρος",false,STRONG,different_street,"Different street names and postcodes within Engomi, Nicosia. [ua_nsdc_sanctions/ext_cy_companies]"
same_entity_xds,"16 Krinon, 3110, Limassol, Cyprus","Κρίνων, 16, 3110, Λεμεσός, Κύπρος",true,STRONG,translit_greek,"Same street name and number, transliterated Greek to Latin script. [ua_nsdc_sanctions/ext_cy_companies]"
same_entity_xds,"ПЛ АЭРОПОРТА Д. 15, Г СИМФЕРОПОЛЬ АЭРОФЛОТСКИЙ, РЕСПУБЛИКА КРЫМ, 295491","Україна, 95491, Автономна Республіка Крим, місто Сімферополь, селище міського типу Аерофлотське(п), ПЛОЩА АЕРОПОРТУ, будинок 15",true,STRONG,translit_cyrillic,"Same address in Russian vs Ukrainian, same street, house, city, postal code. [ext_ru_egrul/ext_ua_edr]"
same_entity_xds,"LP# 41 Ballisier Road, Smith Field Lands, County of St. George East, Wallerfield, Trinidad and Tobago","LP# 41 Ballisier Road, Smith Field Lands, Wallerfield, County of St. George East, Trinidad and Tobago (2011年9月時点の別の所在地)",true,MEDIUM,punctuation_only,"Identical address, only field order and a note differ. [un_sc_sanctions/jp_mof_sanctions]"
same_entity_xds,"111024, г. Москва, ул. Старообрядческая, д. 46 ""А""","111024, Російська Федерація, м. Москва, вул. Старообрядчеська, буд. 46 «А»",true,STRONG,translit_cyrillic,"Same address, Ukrainian transliteration with country name added. [ru_cbr_banks/ua_nsdc_sanctions]"
same_entity_xds,"677000, Республика Саха (Якутия), город. Якутск, проспект Ленина, 1","ПР-КТ ЛЕНИНА Д. 1, Г. ЯКУТСК, РЕСПУБЛИКА САХА (ЯКУТИЯ), 677000",true,STRONG,abbreviation,"Same city, street, house number, and postal code; only formatting differs. [ru_cbr_banks/ext_ru_egrul]"
same_entity_xds,"Arch.Makariou Iii, 224, LIMASSOL, 3030, Cyprus","Παρθενώνος, 8, Απαισιά, 4541, Λεμεσός, Κύπρος",false,MEDIUM,different_street,"Different street names in same city area, no overlap indicated. [permid/ext_cy_companies]"
same_entity_xds,"660049, Російська Федерація, Красноярський край, м. Красноярськ, вул. Бограда, буд. 15","УЛ. БОГРАДА Д.15, Г. КРАСНОЯРСК, КРАСНОЯРСКИЙ КРАЙ, 660049",true,STRONG,translit_cyrillic,"Same street, house number, city, region, and postcode. [ua_nsdc_sanctions/ext_ru_egrul]"
same_entity_xds,"31 Jinrong Street, Xicheng District, 100033 Beijing","北京市西城区金融大街31号, 100000 BJ",true,MEDIUM,translation_cjk,"Same street, number, district; postcode discrepancy minor/likely error. [us_ofac_cons/ext_gleif]"
same_entity_xds,"52400, Україна, Дніпропетровська область, селище міського типу Солоне, вулиця Гагаріна, будинок 26","Україна, 52400, Дніпропетровська обл., Солонянський р-н, селище міського типу Солоне, ВУЛИЦЯ ГАГАРІНА, будинок 26",true,STRONG,administrative_detail_added,"Same street, house number, and postal code; B adds district name only. [ua_nsdc_sanctions/ext_ua_edr]"
same_entity_xds,"2ND FLOOR, ELENION BUILDING 5 THEMISTOKLI DERVI, 1066 NICOSIA","SPYRIDES TOWER, Βυζαντίου, 5, Στρόβολος, 2064, Λευκωσία, Κύπρος",false,STRONG,different_street,"Different building names, streets, and postal codes in Nicosia. [ext_gleif/ext_cy_companies]"
same_entity_xds,"Agiou Andreou, 332, PATRICIAN CHAMBERS, 3035 Limassol","PATRICIAN CHAMBERS, Αγίου Ανδρέου, 332, 3035, Λεμεσός, Κύπρος",true,STRONG,translit_cyrillic,"Same building, street, number, postcode; Greek vs Latin script transliteration. [ext_gleif/ext_cy_companies]"
same_entity_xds,"Arch. Makariou III, 284, FORTUNA COURT, Block B, 2nd floor, Patrician Chambers, LIMASSOL, 3035, Cyprus","PATRICIAN CHAMBERS, Αγίου Ανδρέου, 332, 3035, Λεμεσός, Κύπρος",false,MEDIUM,different_street,Same building name but different street names and numbers listed. [permid/ext_cy_companies]
same_entity_xds,"ANDREA ARAOYZOU 2, 4150 LIMASSOL","Ανθεμίου, 10, Κάτω Πολεμίδια, 4159, Λεμεσός, Κύπρος",false,STRONG,different_street,Different street names and postcodes within Limassol. [us_sam_exclusions/ext_cy_companies]
same_entity_xds,"Christodoulou Chatsipavlou, 199, 3036, Limassol, Cyprus (Floor 4, Flat/Office 4Α, )","Floor 4, Flat 401, Λάρνακος, 22, Αγλαντζιά, 2101, Λευκωσία, Κύπρος",false,STRONG,different_city,"Different streets, floors/flats, and cities (Limassol vs Nicosia). [ua_nsdc_sanctions/ext_cy_companies]"
same_entity_xds,"FROSIA HOUSE, Floor 2, Flat 203, Μενάνδρου, 1, 1066, Λευκωσία, Κύπρος","MENANDROU, 1, FROSIA HOUSE, 1066 NICOSIA",true,WEAK,subset,"Same building, street number, and city; B omits floor/flat detail. [ext_cy_companies/ext_gleif]"
same_entity_xds,"Zaloggou 10, Ypsonas, 4183, Limassol, Cyprus","Ζαλόγγου, 10, 'Υψωνας, 4183, Λεμεσός, Κύπρος",true,STRONG,translit_cyrillic,Same address transliterated between English and Greek scripts. [ua_nsdc_sanctions/ext_cy_companies]
same_entity_xds,"Ζαλόγγου, 10, 'Υψωνας, 4183, Λεμεσός, Κύπρος","Республіка Кіпр, м. Лімасол",true,WEAK,subset,"B only gives city/country, consistent with A's more detailed address in Limassol. [ext_cy_companies/ua_nsdc_sanctions]"
same_entity_xds,"Російська Федерація, 125445, м. Москва, вул. Смольна, буд. 24а, офіс 1420 (Российская Федерация, 125445, г. Москва, ул. Смольная, д. 24а, офис 1420)","УЛ. СМОЛЬНАЯ Д.24А, Г.МОСКВА, 125445",true,WEAK,subset,"B omits office 1420, otherwise same address [ua_nsdc_sanctions/ext_ru_egrul]"
same_entity_xds,"Byzantiou 5, Spyrides Tower, 2064 Nicosia","SPYRIDES TOWER, Βυζαντίου, 5, Στρόβολος, 2064, Λευκωσία, Κύπρος",true,MEDIUM,translit_cyrillic,"Same building, street and postcode; Greek vs Latin transliteration. [ext_gleif/ext_cy_companies]"
same_entity_xds,"B-3B-19 Glenview Villa, Jalan 49 Off Jalan Kuari, Taman Pinggiran Cheras, 56000 Kuala Lumpur, MALAYSIA","B-3B-19 Glenview Villa, Jalan 49 Off Jalan Kuari, Taman Pinggiran Cheras, 56000, Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia （2014年1月30日時点)",true,STRONG,punctuation_only,Identical address; B adds state name and date annotation. [eu_travel_bans/jp_mof_sanctions]
same_entity_xds,"14 F, WEST BLOCK OF SKYWORTH SEMICONDUCTOR DESIGN BUILDING, NO. 18 GAOXIN SOUTH 4TH ROAD, NANSHAN DISTRICT, 518057 GUANGDONG","14樓, 創維半導體設計大廈, 518057 GD",true,WEAK,subset,"B is shorter Chinese version, same building name and postcode, missing street detail. [us_sam_exclusions/ext_gleif]"
same_entity_xds,"VANEZIS BUSINESS CENTER, FLAT NO: 401S, FLOOR NO: 4, ARCHIEPISKOPOU MAKARIOU III 171, 3027 LIMASSOL","Ιφιγενείας, 14, 3036, Λεμεσός, Κύπρος",false,STRONG,different_street,Different street names (Makariou III vs Ifigeneias) and unit numbers in Limassol. [us_sam_exclusions/ext_cy_companies]
same_entity_xds,"Homs, Suriah (lokasi pada September 2015)","Homs, Syrian Arab Republic（2015年9月時点の居住地）",true,STRONG,translation,"Both refer to Homs, Syria, translated between languages. [id_dttot/jp_mof_sanctions]"
same_entity_xds,"12 Esperidon Street, 4th Floor, NICOSIA, 1087, Cyprus","MAGNUM HOUSE, Χρυσάνθου Μυλωνά, 10, 3030, Λεμεσός, Κύπρος",false,STRONG,different_city,"A is in Nicosia, B is in Limassol; different streets too. [permid/ext_cy_companies]"
same_entity_xds,"Karaiskaki, 13, LIMASSOL, 3032, Cyprus","TOWER II, MAXIMOS PLAZA, Μάξιμος Μιχαηλίδης, 18, Νεάπολις, 3106, Λεμεσός, Κύπρος",false,MEDIUM,different_street,Different street names and house numbers in Limassol. [permid/ext_cy_companies]
same_entity_xds,"Російська Федерація, 198095, м. Санкт-Петербург, Нарвський округ, вул. Швецова, буд. 23 (літера Б, прим. 7Н № 74)","УЛ. ШВЕЦОВА Д. 23 ЛИТЕРА Б, Г.САНКТ-ПЕТЕРБУРГ, 198095",true,WEAK,subset,"A adds specific room/unit info not present in B, otherwise matches. [ua_nsdc_sanctions/ext_ru_egrul]"
same_entity_xds,"9 VASILI MICHAILIDI, 3026 LIMASSOL","Κρίνων, 16, 3110, Λεμεσός, Κύπρος",false,STRONG,different_street,Different street names and postcodes within Limassol. [ext_gleif/ext_cy_companies]
same_entity_xds,"Byzantium, 5, SPYRIDES TOWER, 2064 Strovolos","SPYRIDES TOWER, Βυζαντίου, 5, Στρόβολος, 2064, Λευκωσία, Κύπρος",true,STRONG,translit_cyrillic,"Same building, street number and postcode; Greek vs English transliteration. [ext_gleif/ext_cy_companies]"
same_entity_xds,"Україна, 298515, тимчасово окупована територія Автономної Республіки Крим, м. Алушта, вул. Жовтнева, буд. 34","УЛ. ОКТЯБРЬСКАЯ Д. 34, Г. АЛУШТА, РЕСПУБЛИКА КРЫМ, 298515",true,STRONG,translit_cyrillic,"Same street (Zhovtneva/Октябрьская), house 34, city Alushta, same postcode. [ua_nsdc_sanctions/ext_ru_egrul]"
same_entity_xds,"410031, г.Саратов, ул.Радищева, 28","УЛ ИМ РАДИЩЕВА А.Н. ЗД. 28 СТР. 1, Г САРАТОВ, САРАТОВСКАЯ ОБЛАСТЬ, 410031",true,WEAK,subset,"Same street, house 28, but B specifies building/строение 1 not in A. [ru_cbr_banks/ext_ru_egrul]"
same_entity_xds,"Maximos Michailidis, 18, Tower Ii, Maximos Plaza, Neapolis, LIMASSOL, 3106, Cyprus","Θεόδωρου Ποταμιανού, 9, Κάτω Πολεμίδια, 4154, Λεμεσός, Κύπρος",false,STRONG,different_street,Different streets and cities/postcodes in Limassol area. [permid/ext_cy_companies]
same_entity_xds,"Російська Федерація, м. Москва, вул. Трубецька, буд. 8, будівля 2","УЛ ТРУБЕЦКАЯ Д. 8 СТР. 2, Г.МОСКВА, 119048",true,STRONG,translit_cyrillic,"Same street, house 8, building 2, Moscow; just transliteration and postcode added. [ua_nsdc_sanctions/ext_ru_egrul]"
same_entity_xds,"Parthenonos, 8, Apaisia, LIMASSOL, 4541, Cyprus","Παρθενώνος, 8, Απαισιά, 4541, Λεμεσός, Κύπρος",true,STRONG,translit_greek,"Same street, number, area, postal code; Greek transliteration of English name. [permid/ext_cy_companies]"
same_entity_xds,"ПЕР КАРЬЕРНЫЙ ЗД. 15/28А, СИМФЕРОПОЛЬ, РЕСПУБЛИКА КРЫМ, 295033","Україна, 95001, Автономна Республіка Крим, місто Сімферополь, ВУЛИЦЯ КАВКАЗЬКА, будинок 16",false,STRONG,different_street,Different street names: Карьерный переулок vs Кавказька вулиця. [ext_ru_egrul/ext_ua_edr]
