case_group,case_id,schema,name1,name2,is_match,category,notes,score,predicted_match,outcome
nk_unit_tests,027,Vessel,Snow Storm 1,Snow Storm 2,true,logic_v2_cases,test_logic_v2_cases.py CASES,0.5882,false,FN
nk_unit_tests,028,Person,Friedrich Lindenberg,Lars Friedrich Lindemann,false,friedrich_fps,test_jaro_friedrich,0.4545,false,TN
nk_unit_tests,029,Person,Friedrich Lindenberg,Wolfgang Friedrich Ischinger,false,friedrich_fps,test_jaro_friedrich,0.4545,false,TN
nk_unit_tests,030,Person,Friedrich Lindenberg,Gerhard Friedrich Karl Westdickenberg,false,friedrich_fps,test_jaro_friedrich,0.4167,false,TN
nk_unit_tests,031,Person,Friedrich Lindenberg,Klaus-Peter Friedrich Walter Schulze,false,friedrich_fps,test_jaro_friedrich,0.3846,false,TN
nk_unit_tests,032,Person,Friedrich Lindenberg,Fridrich Lindenberg,true,friedrich_tps,test_jaro_friedrich,0.9444,true,TP
nk_unit_tests,033,Person,Friedrich Lindenberg,Fredrich Lindenberg,true,friedrich_tps,test_jaro_friedrich,0.9444,true,TP
nk_unit_tests,034,Person,Friedrich Lindenberg,Friedrich Lindenburg,true,friedrich_tps,test_jaro_friedrich,0.9050,true,TP
nk_unit_tests,035,Person,Friedrich Lindenberg,Friedrich Lyndenburg,true,friedrich_tps,test_jaro_friedrich,0.8445,true,TP
nk_unit_tests,036,Person,Frederik Richter,Frederick Matthias Benjamin Bolte,false,frederik_fps,test_jaro_frederik,0.3750,false,TN
nk_unit_tests,037,Person,Frederik Richter,Matthi Bolte-Richter,false,frederik_fps,test_jaro_frederik,0.4545,false,TN
nk_unit_tests,038,Person,Frederik Richter,Frank Richter,false,frederik_fps,test_jaro_frederik,0.5000,false,TN
nk_unit_tests,039,Person,Barack Obama,George Hussein Onyango Obama,false,obama_fps,test_jaro_obamas,0.4167,false,TN
nk_unit_tests,040,Person,Barack Obama,Barak Obama,true,obama_tps,test_jaro_obamas,0.9167,true,TP
nk_unit_tests,041,Person,Barack Obama,Barackk Obama,true,obama_tps,test_jaro_obamas,0.9286,true,TP
nk_unit_tests,042,Person,Barack Obama,Michelle Obama,false,obama_fps,test_jaro_obamas,0.5000,false,TN
nk_unit_tests,043,Person,Michelle Obama,Marie-Thérèse Obama,false,obama_fps,test_jaro_obamas,0.4545,false,TN
nk_unit_tests,044,Person,Pol Pot,Paul Murphy,false,pol_fps,test_jaro_pol,0.4500,false,TN
nk_unit_tests,045,Person,Pol Pot,Paul Mitchell,false,pol_fps,test_jaro_pol,0.4500,false,TN
nk_unit_tests,046,Person,Pol Pot,Pot Pouv,false,pol_fps,test_jaro_pol,0.5000,false,TN
nk_unit_tests,047,Person,Sergejs Lavrovs,Sergey Viktorovich LAVROV,true,lavrov_tps,test_jaro_lavrov,0.7876,true,TP
nk_unit_tests,048,Person,Thomas Lindemann,Jeremy Thomas England,false,lindemann_fps,test_jaro_lindemann,0.4545,false,TN
nk_unit_tests,049,Person,Thomas Lindemann,Niranjan Thomas Alva,false,lindemann_fps,test_jaro_lindemann,0.4545,false,TN
nk_unit_tests,050,Person,Thomas Lindemann,Iain Thomas Rankin,false,lindemann_fps,test_jaro_lindemann,0.4545,false,TN
nk_unit_tests,051,Person,Michelle Michaela,Michaela Michelle Micheli,true,duplicative_tps,test_duplicative_name_similarity,0.9091,true,TP
nk_unit_tests,052,Person,Michele Michaela,Michaela Michelle Micheli,true,duplicative_tps,test_duplicative_name_similarity,0.8485,true,TP
nk_unit_tests,053,Person,Michele Nichaela,Michaela Michelle Micheli,true,duplicative_tps,test_duplicative_name_similarity,0.7531,true,TP
nk_unit_tests,054,Person,Michele Nychaela,Michaela Michelle Micheli,true,duplicative_tps,test_duplicative_name_similarity,0.6864,false,FN
nk_unit_tests,055,Person,Michele Mugaloo,Michaela Michelle Micheli,false,duplicative_fps,test_duplicative_name_similarity,0.4040,false,TN
nk_unit_tests,056,Person,Michaela,Michaela Michelle Micheli,true,duplicative_tps,test_duplicative_name_similarity,0.7143,true,TP
nk_unit_tests,057,Person,Michaela,Michelle Obama,false,duplicative_fps,test_duplicative_name_similarity,0.0000,false,TN
nk_unit_tests,058,Person,Jan Daniel Bothma,RAZAFIMAHATRATRA Jean Daniel Christian,false,jw_person_fps,test_person_name_jaro_winkler,0.5625,false,TN
nk_unit_tests,059,Person,Jan Daniel Bothma,JanDaniel Bothma,true,jw_person_tps,test_person_name_jaro_winkler,0.9900,true,TP
nk_unit_tests,060,Company,Siemens AG,Siemens Aktiengesellschaft,true,fingerprint_tps,test_name_fingerprint_levenshtein,1.0000,true,TP
nk_unit_tests,061,Company,Siemens AG,SiemensAG,true,fingerprint_tps,test_name_fingerprint_levenshtein,0.9800,true,TP
nk_unit_tests,062,Company,Siemens AG,Siemens AkG,true,fingerprint_tps,test_name_fingerprint_levenshtein,0.5000,false,FN
nk_unit_tests,063,Company,Good Will Company,Goodwill Company,true,fingerprint_tps,test_name_fingerprint_levenshtein,0.9829,true,TP
nk_unit_tests,064,Company,Government of Estonia,Government of Ethiopia,false,fingerprint_fps,test_name_fingerprint_levenshtein,0.2308,false,TN
nk_unit_tests,065,Company,construction ltd,LLC CONSTRUCTION DREDGING COMPANY,false,fingerprint_fps,test_name_fingerprint_levenshtein,0.7241,true,FP
nk_unit_tests,066,Company,CRYSTALORD LIMITED,CRYSTALORD LTD,true,crystalord_tps,test_org_name_partial_match,1.0000,true,TP
nk_unit_tests,067,Company,CRYSTALORD SYSTEMS LIMITED,CRYSTALORD LTD,false,crystalord_fps,test_org_name_partial_match,0.7522,true,FP
nk_unit_tests,068,Company,CRYSTALORD,CRYSTALORD LTD,true,crystalord_tps,test_org_name_partial_match,0.8772,true,TP
nk_unit_tests,069,Company,CRISTALORD LIMITED,CRYSTALORD LTD,true,crystalord_tps,test_org_name_partial_match,0.9205,true,TP
nk_unit_tests,070,Company,faberlic,FABERLIC EUROPE Sp. z o.o.,true,faberlic_tps,test_org_name_example_1,0.7463,true,TP
nk_unit_tests,071,Company,faberlick,FABERLIC EUROPE Sp. z o.o.,true,faberlic_tps,test_org_name_example_1,0.6486,false,FN
nk_unit_tests,072,Company,TACTICAL MISSILES CORPORATION JOINT STOCK COMPANY,TACTICAL MISSILES CORPORATION JSC,true,missiles_tps,test_org_name_example_2,1.0000,true,TP
nk_unit_tests,073,Company,TACTICAL MISSILES CORPORATION OJSC,TACTICAL MISSILES CORPORATION JSC,true,missiles_tps,test_org_name_example_2,0.9533,true,TP
nk_unit_tests,074,Company,TACTICAL MISSILES CORPORATION JOINT STOCK COMPANY,TACTICAL MISSILES CORPORATION JOYNT STOCK COMPANY,true,missiles_tps,test_org_name_example_2,0.6319,false,FN
nk_unit_tests,075,Company,Iskusstvo Krasoty,LIMITED LIABILITY COMPANY ISKUSSTVO KRASOTY,true,iskusstvo_tps,test_org_name_example_3,0.9346,true,TP
nk_unit_tests,076,Company,Iskustvo Krasoty,LIMITED LIABILITY COMPANY ISKUSSTVO KRASOTY,true,iskusstvo_tps,test_org_name_example_3,0.8879,true,TP
nk_unit_tests,077,Person,Shaikh Isa Bin Tarif Al Bin Ali,Shaikh Isa Bin Tarif Al Bin Ali,true,arabic_tps,test_arabic_name_similarity,1.0000,true,TP
nk_unit_tests,078,Person,Isa Bin Tarif Al Bin Ali,Shaikh Isa Bin Tarif Al Bin Ali,true,arabic_tps,test_arabic_name_similarity,0.9772,true,TP
nk_unit_tests,079,Person,John Smith,"Smith, John",true,reorder_tps,test_name_match,1.0000,true,TP
nk_unit_tests,080,Person,Vladimir Putin,Vladimir Pudin,true,putin_tps,test_heuristic_scoring,0.8200,true,TP
nk_unit_tests,081,Person,Hannibal,Hannibol,true,single_tps,test_single_name,0.7656,true,TP
nk_unit_tests,082,Person,Hannibal,Hanniball,true,single_tps,test_single_name,0.8889,true,TP
nk_unit_tests,083,Person,Michelle Michaela,Michelle Michi,true,soundex_tps,test_soundex_name_comparison,0.5000,false,FN
nk_unit_tests,084,Person,Michelle Michaela,Donald Duck,false,soundex_fps,test_soundex_name_comparison,0.0000,false,TN
synth_companies,001,Company,"Amazonis.com, Inc.","Amazon.com, Inc.",false,LLM-proposed deviation,word substitution (real word collision),0.8930,true,FP
synth_companies,002,Company,Wallmart Inc.,Walmart Inc.,false,LLM-proposed deviation,doubled consonant,0.9265,true,FP
synth_companies,003,Company,State Grid Corporation of Chile,State Grid Corporation of China,false,LLM-proposed deviation,geographic swap,0.6970,false,TN
synth_companies,004,Company,Saudi Arabian Gas Company,Saudi Arabian Oil Company,false,LLM-proposed deviation,industry-word swap,0.6970,false,TN
synth_companies,005,Company,China National Pipeline Corporation,China National Petroleum Corporation,false,LLM-proposed deviation,industry-word swap,0.5833,false,TN
synth_companies,006,Company,China Petromechanical Corporation,China Petrochemical Corporation,false,LLM-proposed deviation,coined compound substitution,0.5238,false,TN
synth_companies,007,Company,Appel Inc.,Apple Inc.,false,LLM-proposed deviation,phonetic-near surname (Dutch/German real word),0.7882,true,FP
synth_companies,008,Company,Alphanet Inc.,Alphabet Inc.,false,LLM-proposed deviation,word substitution,0.8621,true,FP
synth_companies,009,Company,"UnitedWealth Group, Inc.","UnitedHealth Group, Inc.",false,LLM-proposed deviation,single-char sub flips meaning,0.9201,true,FP
synth_companies,010,Company,Berkshire Halloway Inc.,Berkshire Hathaway Inc.,false,LLM-proposed deviation,phonetic-near surname,0.6296,false,TN
synth_companies,011,Company,CVC Health Corporation,CVS Health Corporation,false,LLM-proposed deviation,acronym single-char sub (CVC is a real PE firm),0.5000,false,TN
synth_companies,012,Company,Volkswerk Aktiengesellschaft,Volkswagen Aktiengesellschaft,false,LLM-proposed deviation,German compound second-element swap,0.4118,false,TN
synth_companies,013,Company,Exxor Mobil Corporation,Exxon Mobil Corporation,false,LLM-proposed deviation,single-char sub,0.8671,true,FP
synth_companies,014,Company,Vital Holding S.A.,Vitol Holding S.A.,false,LLM-proposed deviation,one-letter shift to real word,0.8200,true,FP
synth_companies,015,Company,Schell plc,Shell plc,false,LLM-proposed deviation,added consonant (real surname),0.9020,true,FP
synth_companies,016,Company,China State Construction Equipment Corporation,China State Construction Engineering Corporation,false,LLM-proposed deviation,domain-word swap,0.6774,false,TN
synth_companies,017,Company,Tayota Motor Corporation,Toyota Motor Corporation,false,LLM-proposed deviation,vowel reorder,0.8846,true,FP
synth_companies,018,Company,McKenton Corporation,McKesson Corporation,false,LLM-proposed deviation,plausible-alternate Scottish surname,0.6635,false,TN
synth_companies,019,Company,Macrosoft Corporation,Microsoft Corporation,false,LLM-proposed deviation,prefix antonym (micro/macro),0.8386,true,FP
synth_companies,020,Company,"Sencora, Inc.","Cencora, Inc.",false,LLM-proposed deviation,initial-letter sub,0.8439,true,FP
synth_companies,021,Company,Trafalgura Group Pte. Ltd.,Trafigura Group Pte. Ltd.,false,LLM-proposed deviation,internal vowel sub,0.8556,true,FP
synth_companies,022,Company,Cosco Wholesale Corporation,Costco Wholesale Corporation,false,LLM-proposed deviation,dropped consonant (collides with real Cosco shipping),0.9379,true,FP
synth_companies,023,Company,JPMorgon Chace & Co.,JPMorgan Chase & Co.,false,LLM-proposed deviation,phonetic-near surname (Chace is a real surname),0.7522,true,FP
synth_companies,024,Company,Industrial and Commercial Bank of Chad Limited,Industrial and Commercial Bank of China Limited,false,LLM-proposed deviation,geographic swap,0.7872,true,FP
synth_companies,025,Company,TotalEnergias SE,TotalEnergies SE,false,LLM-proposed deviation,Spanish-form pluralisation,0.9130,true,FP
synth_companies,026,Company,Glenmore plc,Glencore plc,false,LLM-proposed deviation,Scottish-place-name sub (Glenmore is a real distillery),0.8621,true,FP
synth_companies,027,Company,Invidia Corporation,NVIDIA Corporation,false,LLM-proposed deviation,Latin word substitution,0.8901,true,FP
synth_companies,028,Company,BD p.l.c.,BP p.l.c.,false,LLM-proposed deviation,two-letter ticker collision (BD = Becton Dickinson),0.4118,false,TN
synth_companies,029,Company,"Cardinal Wealth, Inc.","Cardinal Health, Inc.",false,LLM-proposed deviation,domain-word sub (Health/Wealth),0.8868,true,FP
synth_companies,030,Company,Stellaris N.V.,Stellantis N.V.,false,LLM-proposed deviation,truncated-and-substituted stem,0.8301,true,FP
synth_companies,031,Company,Chevon Corporation,Chevron Corporation,false,LLM-proposed deviation,dropped consonant (Chevon is a real meat brand),0.8901,true,FP
synth_companies,032,Company,China Construction Trust Corporation,China Construction Bank Corporation,false,LLM-proposed deviation,sector-word swap (Bank/Trust),0.7031,true,FP
synth_companies,033,Company,"Samsong Electronics Co., Ltd.","Samsung Electronics Co., Ltd.",false,LLM-proposed deviation,Korean-Romanisation vowel sub,0.9208,true,FP
synth_companies,034,Company,"Hon Wai Precision Industry Co., Ltd.","Hon Hai Precision Industry Co., Ltd.",false,LLM-proposed deviation,plausible-alternate Cantonese name,0.7500,true,FP
synth_companies,035,Company,The Sigma Group,The Cigna Group,false,LLM-proposed deviation,Greek-letter near-homophone,0.2308,false,TN
synth_companies,036,Company,Agriculture Bank of China Limited,Agricultural Bank of China Limited,false,LLM-proposed deviation,morphological variant (noun/adjective),0.9806,true,FP
synth_companies,037,Company,Schwartz Gruppe,Schwarz Gruppe,false,LLM-proposed deviation,Yiddish/German surname-spelling collision,0.9444,true,FP
synth_companies,038,Company,China Railroad Engineering Corporation,China Railway Engineering Corporation,false,LLM-proposed deviation,US/UK English synonym (Railroad/Railway),0.6429,false,TN
synth_companies,039,Company,"Cargille, Incorporated","Cargill, Incorporated",false,LLM-proposed deviation,French-orthography surname variant,0.9265,true,FP
synth_companies,040,Company,Fjord Motor Company,Ford Motor Company,false,LLM-proposed deviation,Norse-word substitution (real word),0.9275,true,FP
synth_companies,041,Company,Bank of Chima Limited,Bank of China Limited,false,LLM-proposed deviation,one-letter geographic decoy,0.9014,true,FP
synth_companies,042,Company,Bank of Armenia Corporation,Bank of America Corporation,false,LLM-proposed deviation,geographic swap (shared first phoneme),0.8380,true,FP
synth_companies,043,Company,General Mortars Company,General Motors Company,false,LLM-proposed deviation,phonetic-near common-noun (Motors/Mortars),0.3750,false,TN
synth_companies,044,Company,"Elegance Health, Inc.","Elevance Health, Inc.",false,LLM-proposed deviation,brand-stem one-letter shift to real word,0.9023,true,FP
synth_companies,045,Company,Berliner Motoren Werke Aktiengesellschaft,Bayerische Motoren Werke Aktiengesellschaft,false,LLM-proposed deviation,German-region word swap (BMW expansion),0.7297,true,FP
synth_companies,046,Company,Mercedes-Benn Group AG,Mercedes-Benz Group AG,false,LLM-proposed deviation,final-consonant doubling,0.6667,false,TN
synth_companies,047,Company,"Beta Platforms, Inc.","Meta Platforms, Inc.",false,LLM-proposed deviation,Greek-letter sub,0.8667,true,FP
synth_companies,048,Company,China Railway Constructors Corporation,China Railway Construction Corporation,false,LLM-proposed deviation,nominalisation variant,0.8909,true,FP
synth_companies,049,Company,China Baowei Steel Group Corporation Limited,China Baowu Steel Group Corporation Limited,false,LLM-proposed deviation,Pinyin syllable swap,0.7368,true,FP
synth_companies,050,Company,Citygroup Inc.,Citigroup Inc.,false,LLM-proposed deviation,brand-stem English-spelling sub,0.9121,true,FP
synth_people,001,Person,Vladimir Pulin,Vladimir Putin,false,LLM-proposed deviation,RU surname single-char sub (Latin),0.8200,true,FP
synth_people,002,Person,Владимир Пулин,Владимир Путин,false,LLM-proposed deviation,RU surname single-char sub (Cyrillic),0.8200,true,FP
synth_people,003,Person,Xi Jinpeng,Xi Jinping,false,LLM-proposed deviation,CN given-name vowel sub (Pinyin),0.9050,true,FP
synth_people,004,Person,习近朋,习近平,false,LLM-proposed deviation,CN given-name char sub (朋 péng vs 平 píng),0.0000,false,TN
synth_people,005,Person,Kim Jong On,Kim Jong Un,false,LLM-proposed deviation,KP given-name vowel sub (Latin),0.9667,true,FP
synth_people,006,Person,김종은,김정은,false,LLM-proposed deviation,KP given-name syllable sub (Hangul),0.9091,true,FP
synth_people,007,Person,Lee Jae Hyung,Lee Jae Myung,false,LLM-proposed deviation,KR given-name onset sub (Latin),0.8800,true,FP
synth_people,008,Person,이재형,이재명,false,LLM-proposed deviation,KR given-name syllable sub (Hangul),0.8100,true,FP
synth_people,009,Person,Sanae Takaishi,Sanae Takaichi,false,LLM-proposed deviation,JP surname plausible-alternate (Latin),0.8828,true,FP
synth_people,010,Person,高石早苗,高市早苗,false,LLM-proposed deviation,JP surname-character sub (Kanji 石 vs 市),0.0000,false,TN
synth_people,011,Person,Benjamin Natanyahu,Benjamin Netanyahu,false,LLM-proposed deviation,IL surname vowel sub (Latin),0.8951,true,FP
synth_people,012,Person,בנימין נתניחו,בנימין נתניהו,false,LLM-proposed deviation,IL surname char sub ה→ח (Hebrew),0.8472,true,FP
synth_people,013,Person,Masoud Pezeshfar,Masoud Pezeshkian,false,LLM-proposed deviation,IR surname-suffix swap (Latin),0.5000,false,TN
synth_people,014,Person,مسعود پزشک‌فر,مسعود پزشکیان,false,LLM-proposed deviation,IR surname-suffix swap (Persian),0.5000,false,TN
synth_people,015,Person,Mohammed bin Sultan,Mohammed bin Salman,false,LLM-proposed deviation,SA patronymic swap (Latin),0.6667,false,TN
synth_people,016,Person,محمد بن سلطان,محمد بن سلمان,false,LLM-proposed deviation,SA patronymic swap (Arabic),0.8800,true,FP
synth_people,017,Person,Abdel Fattah el-Sirri,Abdel Fattah el-Sisi,false,LLM-proposed deviation,EG surname consonant sub (Latin),0.6667,false,TN
synth_people,018,Person,عبد الفتاح السري,عبد الفتاح السيسي,false,LLM-proposed deviation,EG surname consonant sub (Arabic),0.5000,false,TN
synth_people,019,Person,Kyriakos Mitsotakos,Kyriakos Mitsotakis,false,LLM-proposed deviation,GR surname-ending -ος/-ης (Latin),0.9050,true,FP
synth_people,020,Person,Κυριάκος Μητσοτάκος,Κυριάκος Μητσοτάκης,false,LLM-proposed deviation,GR surname-ending -ος/-ης (Greek),0.9050,true,FP
synth_people,021,Person,Narender Modi,Narendra Modi,false,LLM-proposed deviation,IN given-name plausible-alternate (Latin),0.7812,true,FP
synth_people,022,Person,नरेन्द्र मोडी,नरेन्द्र मोदी,false,LLM-proposed deviation,IN surname retroflex/dental swap ड/द (Devanagari),0.5000,false,TN
synth_people,023,Person,Vajiralongkron,Vajiralongkorn,false,LLM-proposed deviation,TH royal-name vowel reorder (Latin),0.8622,true,FP
synth_people,024,Person,วชิราลงกรน,วชิราลงกรณ,false,LLM-proposed deviation,TH final-consonant sub น/ณ (Thai),0.7901,true,FP
synth_people,025,Person,Aleksandar Vukić,Aleksandar Vučić,false,LLM-proposed deviation,RS surname plausible-alternate Vukić (Latin),0.8698,true,FP
synth_people,026,Person,Александар Вукић,Александар Вучић,false,LLM-proposed deviation,RS surname plausible-alternate (Cyrillic),0.8698,true,FP
synth_people,027,Person,Iliana Iordanova,Iliana Iotova,false,LLM-proposed deviation,BG surname stem swap (Latin),0.5000,false,TN
synth_people,028,Person,Илиана Йорданова,Илиана Йотова,false,LLM-proposed deviation,BG surname stem swap (Cyrillic),0.5000,false,TN
synth_people,029,Person,Alexander Lukashevich,Alexander Lukashenko,false,LLM-proposed deviation,BY surname-suffix swap -evich/-enko (Latin),0.5000,false,TN
synth_people,030,Person,Аляксандр Лукашэвіч,Аляксандр Лукашэнка,false,LLM-proposed deviation,BY surname-suffix swap (Belarusian Cyrillic),0.5000,false,TN
synth_people,031,Person,Ukhnaagiin Khürelchükh,Ukhnaagiin Khürelsükh,false,LLM-proposed deviation,MN surname consonant sub (Latin),0.8682,true,FP
synth_people,032,Person,Ухнаагийн Хүрэлчүх,Ухнаагийн Хүрэлсүх,false,LLM-proposed deviation,MN surname consonant sub (Mongolian Cyrillic),0.8828,true,FP
synth_people,033,Person,Mohammed Shamsuddin,Mohammed Shahabuddin,false,LLM-proposed deviation,BD given-name stem swap (Latin),0.5000,false,TN
synth_people,034,Person,মোহাম্মদ শামসুদ্দিন,মোহাম্মদ সাহাবুদ্দিন,false,LLM-proposed deviation,BD given-name stem swap (Bengali),0.5000,false,TN
synth_people,035,Person,Arif Ali Zardari,Asif Ali Zardari,false,LLM-proposed deviation,PK given-name onset sub (Latin),0.6667,false,TN
synth_people,036,Person,عارف علی زرداری,آصف علی زرداری,false,LLM-proposed deviation,PK given-name onset sub (Urdu),0.6667,false,TN
synth_people,037,Person,Kassym-Jomart Tukayev,Kassym-Jomart Tokayev,false,LLM-proposed deviation,KZ surname vowel sub (Latin),0.9367,true,FP
synth_people,038,Person,Қасым-Жомарт Тұқаев,Қасым-Жомарт Тоқаев,false,LLM-proposed deviation,KZ surname vowel sub ұ/о (Kazakh Cyrillic),0.9367,true,FP
synth_people,039,Person,Abiyot Ahmed,Abiy Ahmed,false,LLM-proposed deviation,ET given-name plausible-alternate (Latin),0.5000,false,TN
synth_people,040,Person,ዐቢዮት አሕመድ,ዐቢይ አሕመድ,false,LLM-proposed deviation,ET given-name plausible-alternate (Amharic/Ge'ez),0.5000,false,TN
synth_people,041,Person,Hun Manat,Hun Manet,false,LLM-proposed deviation,KH given-name vowel sub (Latin),0.8200,true,FP
synth_people,042,Person,ហ៊ុន ម៉ាណាត,ហ៊ុន ម៉ាណែត,false,LLM-proposed deviation,KH given-name vowel sub (Khmer),0.8200,true,FP
synth_people,043,Person,Mohammed Sherif al-Sudani,Mohammed Shia' al-Sudani,false,LLM-proposed deviation,IQ given-name stem swap (Latin),0.7500,true,FP
synth_people,044,Person,محمد شريف السوداني,محمد شياع السوداني,false,LLM-proposed deviation,IQ given-name stem swap (Arabic),0.6667,false,TN
synth_people,045,Person,Friedrich Mertz,Friedrich Merz,false,LLM-proposed deviation,DE surname doubled-consonant (Mertz is real surname),0.9000,true,FP
synth_people,046,Person,Emmanuel Marcon,Emmanuel Macron,false,LLM-proposed deviation,FR surname vowel reorder,0.8472,true,FP
synth_people,047,Person,Giorgia Meleni,Giorgia Meloni,false,LLM-proposed deviation,IT surname vowel sub,0.8472,true,FP
synth_people,048,Person,Pedro Sancho,Pedro Sánchez,false,LLM-proposed deviation,ES surname truncation/sub (Sancho is real Spanish surname),0.5000,false,TN
synth_people,049,Person,Viktor Orbach,Viktor Orbán,false,LLM-proposed deviation,HU surname-ending swap to Germanic,0.5000,false,TN
synth_people,050,Person,Recep Tayyip Erdem,Recep Tayyip Erdoğan,false,LLM-proposed deviation,TR surname truncation/sub (Erdem is real surname),0.6667,false,TN
synth_people,051,Person,Javier Mihel,Javier Milei,false,LLM-proposed deviation,AR surname plausible-alternate,0.5000,false,TN
synth_people,052,Person,Luiz Inácio Lula da Souza,Luiz Inácio Lula da Silva,false,LLM-proposed deviation,BR surname swap to common Portuguese surname,0.8000,true,FP
synth_people,053,Person,Claudia Steinbaum,Claudia Sheinbaum,false,LLM-proposed deviation,MX surname Yiddish/German collision,0.8951,true,FP
synth_people,054,Person,Prabowo Subandrio,Prabowo Subianto,false,LLM-proposed deviation,ID surname collision with historical PM Subandrio,0.5000,false,TN
synth_people,055,Person,Keir Starkey,Keir Starmer,false,LLM-proposed deviation,GB surname plausible-alternate (Starkey is real English surname),0.5000,false,TN
synth_people,056,Person,Mark Cooney,Mark Carney,false,LLM-proposed deviation,CA surname plausible-alternate (Cooney is real Irish-Canadian surname),0.5000,false,TN
synth_people,057,Person,Anthony Albano,Anthony Albanese,false,LLM-proposed deviation,AU surname truncation to real Italian surname Albano,0.5000,false,TN
synth_people,058,Person,Bart De Vries,Bart De Wever,false,LLM-proposed deviation,BE surname swap to common Dutch surname,0.6667,false,TN
synth_people,059,Person,Anders Kristersson,Ulf Kristersson,false,LLM-proposed deviation,SE given-name sub (Anders is common Swedish),0.5000,false,TN
synth_people,060,Person,Jonas Gahr Stoltenberg,Jonas Gahr Støre,false,LLM-proposed deviation,NO surname collision with prior Norwegian PM Stoltenberg,0.6667,false,TN
synth_people,061,Person,Pekka Orpo,Petteri Orpo,false,LLM-proposed deviation,FI given-name sub (Pekka is common Finnish),0.5000,false,TN
synth_people,062,Person,Mette Henriksen,Mette Frederiksen,false,LLM-proposed deviation,DK surname swap to other Danish patronymic,0.5000,false,TN
synth_people,063,Person,Micheál Mahon,Micheál Martin,false,LLM-proposed deviation,IE surname swap to other Irish surname (Mahon),0.5000,false,TN
synth_people,064,Person,Daniel Tusk,Donald Tusk,false,LLM-proposed deviation,PL given-name sub,0.5000,false,TN
synth_people,065,Person,Antonín Babiš,Andrej Babiš,false,LLM-proposed deviation,CZ given-name sub (Antonín is common Czech),0.5000,false,TN
synth_people,066,Person,Roman Fico,Robert Fico,false,LLM-proposed deviation,SK given-name sub,0.5000,false,TN
synth_people,067,Person,Marcel Dan,Nicușor Dan,false,LLM-proposed deviation,RO given-name sub (Marcel is real Romanian),0.5000,false,TN
synth_people,068,Person,Ante Plenković,Andrej Plenković,false,LLM-proposed deviation,HR given-name sub (Ante is common Croatian),0.5000,false,TN
synth_people,069,Person,Luís Monteiro,Luís Montenegro,false,LLM-proposed deviation,PT surname swap to related Portuguese surname Monteiro,0.5000,false,TN
synth_people,070,Person,Halla Jónsdóttir,Halla Tómasdóttir,false,LLM-proposed deviation,IS patronymic swap (different father),0.5000,false,TN
synth_people,071,Person,Christopher Luxford,Christopher Luxon,false,LLM-proposed deviation,NZ surname plausible-alternate,0.5000,false,TN
synth_people,072,Person,Cyril Ramatlhodi,Cyril Ramaphosa,false,LLM-proposed deviation,ZA surname collision with real SA politician (Ngoako Ramatlhodi),0.5000,false,TN
synth_people,073,Person,Tunde Tinubu,Bola Tinubu,false,LLM-proposed deviation,NG given-name sub (Tunde is common Yoruba),0.5000,false,TN
synth_people,074,Person,William Mutua,William Ruto,false,LLM-proposed deviation,KE surname swap to common Kenyan surname,0.5000,false,TN
synth_people,075,Person,Bassirou Diomaye Sarr,Bassirou Diomaye Faye,false,LLM-proposed deviation,SN surname swap to common Senegalese surname,0.6667,false,TN
synth_people,076,Person,Manuel Díaz-Canel,Miguel Díaz-Canel,false,LLM-proposed deviation,CU given-name sub,0.6667,false,TN
synth_people,077,Person,Bongbong Aquino,Bongbong Marcos,false,LLM-proposed deviation,PH surname swap to opposing political-dynasty surname Aquino,0.5000,false,TN
synth_people,078,Person,Ahmad Ibrahim,Anwar Ibrahim,false,LLM-proposed deviation,MY given-name sub (collides with historical SG politician Ahmad Ibrahim),0.5000,false,TN
synth_people,079,Person,Wladimir Putin,Vladimir Putin,true,LLM-proposed deviation,RU DE/PL transliteration of Cyrillic В (V/W),0.9500,true,TP
synth_people,080,Person,Vladimir Vladimirovich Putin,Vladimir Putin,true,LLM-proposed deviation,RU patronymic added,0.7143,true,TP
synth_people,081,Person,V. Putin,Vladimir Putin,true,LLM-proposed deviation,RU given-name reduced to initial,0.5000,false,FN
synth_people,082,Person,Vladmir Putin,Vladimir Putin,true,LLM-proposed deviation,tiny defect (missing i in given name),0.9375,true,TP
synth_people,083,Person,Volodymyr Zelensky,Volodymyr Zelenskyy,true,LLM-proposed deviation,UA single-y vs double-y romanisation,0.9500,true,TP
synth_people,084,Person,Wolodymyr Selenskyj,Volodymyr Zelenskyy,true,LLM-proposed deviation,UA German transliteration (W-/S-/-yj),0.9000,true,TP
synth_people,085,Person,Hsi Chin-ping,Xi Jinping,true,LLM-proposed deviation,CN Wade-Giles vs Pinyin,0.6276,false,FN
synth_people,086,Person,Mao Tse-tung,Mao Zedong,true,LLM-proposed deviation,CN Wade-Giles vs Pinyin (historical),0.9500,true,TP
synth_people,087,Person,Mohamed bin Salman,Mohammed bin Salman,true,LLM-proposed deviation,SA single-m vs double-m transliteration,0.9667,true,TP
synth_people,088,Person,Muhammad bin Salman,Mohammed bin Salman,true,LLM-proposed deviation,SA Mu/Mo transliteration variants,0.9667,true,TP
synth_people,089,Person,Moammar Qaddafi,Muammar Gaddafi,true,LLM-proposed deviation,LY competing Arabic transliterations,0.9000,true,TP
